title,genre,image,details,credits,opening_date,cinema_name,status,mtrcb_ratings,score,trailer_link
Wonderstruck,"Drama, Family, Mystery",https://cdn3.clickthecity.com/images/movies/poster/215/16498.jpg,"It tells the accidental meeting of Burn who is lost in his life after a heartbreak and Abi who is the lively owner of a hostel, Happy Sunshine Camp.","Main Cast: Julianne Moore, Millicent Simmonds, Oakes Fegley
Director: Todd Haynes
Writer: Brian Selznick
",opened,"Gateway Cineplex 9,Greenhills Promenade Cinema 4,Power Plant Dolby Atmos Cinema 4",showing,G,"
The story of a young boy in the Midwest is told simultaneously with a tale about a young girl living in New York fifty years ago as they both seek the same mysterious connection.
", 
Den of Thieves,"Action, Crime, Drama",https://cdn3.clickthecity.com/images/movies/poster/215/14945.jpg,Ballerina Dominika Egorova is recruited to a Russian intelligence service where she is forced to use her body as a weapon.,"Main Cast: Gerard Butler
Director: Christian Gudegast
Writer: Christian Gudegast, Paul Scheuring
Released By: Viva International Pictures",opened,"Festival Cinema 10,Greenhills Theater Mall Cinema 1,SM City Fairview Cinema 3,SM Megamall Cinema 7",showing,R-13,"
It follows the lives of an elite unit of the LA County Sheriff's Department and the state's most successful bank robbery crew as they plan an impossible heist on the Federal Reserve Bank.
", 
My Perfect You,"Comedy, Romance",https://cdn3.clickthecity.com/images/movies/poster/215/16471.jpg,"T'Challa, after the death of his father, the King of Wakanda, returns home to the isolated, technologically advanced African nation to succeed to the throne and take his rightful place as king.","Main Cast: Gerald Anderson, Pia Wurtzbach
Director: Cathy Garcia-Molina
Released By: Star Cinema",opened,"Alabang Town Center Cinema 3,Ali Mall Cineplex 1,Ayala Fairview Terraces Cinema 1,Ayala Malls Cloverleaf Cinema 3,Ayala Malls Feliz Cinema 2,Ayala Malls South Park Cinema 2,Blue Wave Cinema 2,Cash & Carry Cinema 1,Century City Mall Cinema 2,Eastwood Citywalk 2 Cinema 4,Evia Lifestyle Center Cinema 3,Festival Cinema 1,Fisher Mall Cinema 3,Forum Robinsons Cinema 4,Gateway Cineplex 1,Glorietta 4 Cinema 4,Glorietta 4 Cinema 6,Greenbelt Cinema 2,Greenhills Theater Mall Cinema 1,Lucky Chinatown Cinema 3,Market Market Cinema 1,Newport Cinema 4,One Mall Sky Theater Cinema 2,Power Plant Cinema 7,Robinsons Galleria Cinema 5,Robinsons Magnolia Cinema 4,Robinsons Manila Cinema 3 (Midtown),Robinsons Metro East Cinema 1,Robinsons Place Las Piñas Cinema 3,SM Aura Premier Cinema 2,SM Center Sangandaan Cinema 2,SM City BF Parañaque Cinema 2,SM City Bicutan Cinema 2,SM City East Ortigas Digital Cinema 2,SM City Fairview Cinema 11,SM City Manila Cinema 9,SM City Marikina Cinema 3,SM City North EDSA - The Block Cinema 1,SM City North EDSA Cinema 8,SM City Novaliches Cinema 4,SM City Sta. Mesa Cinema 7,SM City Sucat Cinema 3,SM Light Mall Cinema 1,SM Mall of Asia Premiere,SM Megamall Digital Theater 3,SM Muntinlupa Cinema 2,SM San Lazaro Cinema 6,SM Southmall Digital Theater,SM Valenzuela Cinema 4,Santolan Town Plaza Power Plant Cinema 3,Starmall Alabang Cinema 3,TriNoma Cinema 7,Venice Cineplex Cinema 3,Vista Mall Las Piñas Cinema 3,Waltermart Makati Cinema - 4",showing,PG,"
It tells the accidental meeting of Burn who is lost in his life after a heartbreak and Abi who is the lively owner of a hostel, Happy Sunshine Camp.
", 
Red Sparrow,"Action, Thriller",https://cdn3.clickthecity.com/images/movies/poster/215/15886.jpg,"Jesse and Celeste meet at an unexpected time in their lives at a coffee shop. They then realize their names are the same as the characters in the popular break-up romantic comedy, ""Celeste and Jesse Forever.""","Main Cast: Jennifer Lawrence
Director: Francis Lawrence
Writer: Jason Matthews, Justin Haythe
Released By: 20th Century Fox",opened,"Gateway Cineplex 7,Robinsons Galleria Cinema 6,Robinsons Metro East Cinema 5,SM City Fairview Cinema 12,SM City Manila Cinema 5,SM Mall of Asia Director's Club,SM Megamall Cinema 7",showing,R-16,1.0 - critic's rating | read review,https://www.clickthecity.com/movies/video/3890
Black Panther,"Action, Drama, Sci-fi",https://cdn3.clickthecity.com/images/movies/poster/215/14819.jpg,"A musical that tells the story of P.T. Barnum, how Barnum & Bailey Circus began before it became a worldwide sensation and the lives of its attractions.","Main Cast: Chadwick Boseman
Director: Ryan Coogler
Writer: Joe Robert Cole, Ryan Coogler
Released By: Walt Disney Pictures",opened,"Ayala Malls Vertis North Cinema 1,Eastwood Citywalk 2 Cinema 3,Evia Lifestyle Center Cinema 3,Festival Cinema 8,Fisher Mall Cinema 5,Fisher Mall VIP Cinema 1,Gateway Cineplex 2,Robinsons Galleria Cinema 10,Robinsons Manila Cinema 7 (Pedro Gil),Robinsons Metro East Cinema 6,SM City Fairview Cinema 2,SM City Manila Cinema 4,SM City North EDSA - The Block Cinema 4,SM City Sta. Mesa Cinema 4,SM Mall of Asia Cinema 3,SM Megamall Cinema 4,SM Megamall Director's Club,SM Southmall Cinema 4,Vista Mall Las Piñas Cinema 4",showing,PG,5.0 - critic's rating | read review, 
Deadma Walking,"Comedy, Drama, Musical",https://cdn3.clickthecity.com/images/movies/poster/215/16362.jpg,A widowed child psychologist who lives in rural New England is caught in a deadly winter storm. She then must find a way to rescue a young boy before he disappears forever.,"Main Cast: Edgar Allan Guzman, Joross Gamboa
Director: Julius Alfonso
Writer: Eric Cabahug
",opened,Black Maria Cinema,showing,PG,"
A film based on the Palanca-winning comedy of the same name, Deadma Walking is about a terminally ill gay who asks his best friend to help him stage his fake death, wake, and funeral as his dying wish to see what the other people will say about him.
", 
Siargao,"Drama, Romance",https://cdn3.clickthecity.com/images/movies/poster/215/16364.jpg,"It gives us a different take on Filipina OFWs. Weekdays for a group of domestic workers in Hong Kong are spent on back-breaking work, while Sundays transform them into beauty queens in preparation for a beauty pageant.","Main Cast: Erich Gonzales, Jasmine Curtis-Smith, Jericho Rosales
Director: Paul Soriano
Writer: Anj Pessumal
Released By: TEN17 / Solar Pictures",opened,Black Maria Cinema,showing,PG,"
Fresh from a breakup caused by her fear of settling down, video blogger LAURA (Erich Gonzales) embarks on a solo trip to Siargao hoping to move on and find a new adventure. Here she meets rock singer DIEGO (Jericho Rosales) who is caught between uncertainties of the future and baggages of the past. This fateful encounter stirs up what local entrepreneur ABI (Jasmine Curtis-Smith) thought were long lost feelings for a long lost love, i.e. Diego. In this unlikely triangle, is there room for second chances? Or should they move on to something(one) new?
",https://www.clickthecity.com/movies/video/3881
Camp Sawi,"Comedy, Romance",https://cdn3.clickthecity.com/images/movies/poster/215/15782.jpg,"A man from a humble, industrial town pursues his dream of becoming an opera singer.","Main Cast: Andi Eigenmann, Arci Munoz, Sam Milby
Director: Irene Emma Villamor
Writer: Irene Emma Villamor
Released By: Viva Entertainment Inc",opened,"Cinema '76,Cinema Centenario",showing,PG,4.0 - critic's rating | read review, 
Six Degrees of Separation from Lilia Cuntapay,Indie,https://cdn3.clickthecity.com/images/movies/poster/215/13470.jpg,,"Main Cast: Lilia Cuntapay
Director: Antoinette Jadaone
Writer: Antoinette Jadaone
Film ProducerDaphne O. Chiu, Joenathann Alandy, Ronald Arguelles
Released By: Cinema One",opened,Cinema Centenario,showing,G,5.0 - critic's rating | read review, 
Lorna,Drama,https://cdn3.clickthecity.com/images/movies/poster/215/14846.jpg,,"Main Cast: Felix Roco, Lav Diaz, Shamaine Buencamino
Director: Sigrid Andrea Bernardo
Released By: Cinema One Originals",opened,Cinema Centenario,showing,NULL,, 
"Paul, Apostle of Christ","Drama, Politics/Religion",https://cdn3.clickthecity.com/images/movies/poster/215/16513.jpg,,"Main Cast: James Faulkner
Director: Andrew Hyatt
Writer: Andrew Hyatt
",opened,"SM Aura Premier Director's Club 2,SM City BF Parañaque Director's Club 2,SM City East Ortigas Director's Club Cinema 2,SM City Fairview Cinema 4,SM City Manila Cinema 2,SM City Marikina Cinema 7,SM City North EDSA Cinema 9,SM City Sta. Mesa Cinema 2,SM Light Mall Cinema 3,SM Mall of Asia Cinema 6,SM Megamall Cinema 6,SM Muntinlupa Cinema 3,SM San Lazaro Cinema 5,SM Southmall Cinema 3",showing,NULL,, 
Women of the Weeping River,Drama,https://cdn3.clickthecity.com/images/movies/poster/215/16512.jpg,,"Main Cast: Laila Ulao, Mariam Zimadar Caranay-Raper, Sharifa Pearlsia Ali-Dans, Taha Daranda
Director: Sheron R. Dayoc
Writer: Sheron R. Dayoc
",opened,"SM City Manila Cinema 8,SM City North EDSA Cinema 7,SM City Sta. Mesa Cinema 10,SM Mall of Asia Cinema 1,SM Megamall Cinema 5",showing,NULL,, 
Pacific Rim Uprising,"Action, Adventure, Sci-fi",https://cdn3.clickthecity.com/images/movies/poster/215/16172.jpg,"Set in the year 2030, the plot follows humanity again fighting Kaiju, giant monsters set on destroying the world.","Main Cast: Cailee Spaeny, John Boyega, Scott Eastwood
Director: Steven S. DeKnight
Writer: Emily Carmichael, Kira Snyder, Steven S. DeKnight, T.S. Nowlin
Released By: UIP-Columbia Pictures",opened,"Alabang Town Center Cinema 1,Alabang Town Center Cinema 5,Ali Mall Cineplex 1,Ali Mall Cineplex 2,Ayala Fairview Terraces Cinema 4,Ayala Malls Cloverleaf Cinema 3,Ayala Malls Feliz Cinema 2,Ayala Malls South Park Cinema 2,Ayala Malls The 30th Cinema 1,Ayala Malls The 30th Cinema 3,Ayala Malls Vertis North Cinema 2 in 3D,Bonifacio High Street Cinema 2 (ATMOS),Bonifacio High Street Cinema 4 in 3D,Cash & Carry Cinema 1,Century City Mall Cinema 4,Century City Mall Premier Cinema 3,Commercenter Cinemas Cinema 1,Commercenter Cinemas Cinema 4,Eastwood Citywalk 2 Cinema 2,Eastwood Mall Cinema 6,Evia Lifestyle Center Cinema 3,Evia Lifestyle Center Cinema 4,Evia Lifestyle Center VIP Cinema 2,Festival Cinema 10,Festival Cinema 9,Fisher Mall Cinema 4,Fisher Mall VIP Cinema 1,Fisher Mall VIP Cinema 2,Forum Robinsons Cinema 2,Forum Robinsons Cinema 4,Gateway Cineplex 1,Gateway Cineplex 10 (Platinum Cinema),Gateway Cineplex 5,Glorietta 4 Cinema 6,Glorietta 4 Cinema 7,Greenbelt 3 Cinema 2,Greenbelt 3 Cinema 5 in 3D,Greenbelt Cinema 2,Greenhills Dolby Atmos Cinema 6,Greenhills Dolby Atmos Cinema 8,Greenhills Promenade Cinema 5,Lucky Chinatown Cinema 1,Lucky Chinatown Cinema 4,Market Market Cinema 4,Newport Cinema 3,Newport Ultra Cinema 1,One Mall Sky Theater Cinema 3,Power Plant Cinema 5,Power Plant Cinema 7,Robinsons Galleria Cinema 1,Robinsons Galleria Cinema 6,Robinsons Magnolia Cinema 1,Robinsons Magnolia Cinema 2,Robinsons Manila Cinema 3 (Midtown),Robinsons Manila Cinema 7 (Pedro Gil),Robinsons Metro East Cinema 3,Robinsons Metro East Cinema 4,Robinsons Place Las Piñas Cinema 2,Robinsons Place Las Piñas Cinema 3,S Maison Director's Club Cinema 1,S Maison Director's Club Cinema 3,SM Aura Premier Director's Club 1,SM Aura Premier Director's Club 2,SM Aura Premier IMAX in 3D,SM Center Sangandaan Cinema 4,SM City BF Parañaque Cinema 1,SM City BF Parañaque Director's Club 3,SM City Bicutan Cinema 4,SM City East Ortigas Digital Cinema 2,SM City East Ortigas Director's Club Cinema 3,SM City Fairview Cinema 2,SM City Fairview Cinema 8 in 3D,SM City Manila Cinema 2,SM City Manila Cinema 3,SM City Marikina Cinema 6,SM City Marikina Digital Theater 1 in 3D,SM City North EDSA - The Block Cinema 1,SM City North EDSA - The Block Cinema 3,SM City North EDSA Cinema 8,SM City North EDSA IMAX in 3D,SM City Novaliches Cinema 2,SM City Sta. Mesa Cinema 2,SM City Sta. Mesa Cinema 4,SM City Sucat Cinema 2,SM Light Mall Cinema 1,SM Mall of Asia Cinema 2 in 3D,SM Mall of Asia Cinema 6,SM Mall of Asia IMAX in 3D,SM Mall of Asia Premiere,SM Megamall Cinema 4,SM Megamall Cinema 12,SM Megamall Digital Theater 2 in 3D,SM Megamall Director's Club,SM Megamall IMAX in 3D,SM Muntinlupa Cinema 2,SM San Lazaro Cinema 2,SM San Lazaro Cinema 4,SM Southmall Cinema 7,SM Southmall Digital Theater,SM Southmall IMAX in 3D,SM Valenzuela Cinema 4,Santolan Town Plaza Power Plant Cinema 2,Shangri-la Plaza Cinema 1,Shangri-la Plaza Cinema 3,Starmall Alabang Cinema 2,Starmall EDSA-Shaw Cinema 2,TriNoma Cinema 2,TriNoma Cinema 4,U.P. Town Center Cinema 2,U.P. Town Center Cinema 4 in 3D,Uptown Mall Cinema 1,Uptown Mall VIP Cinema,Venice Cineplex Cinema 1,Venice Cineplex Cinema 5,Venice Cineplex VIP Cinema,Vista Mall Las Piñas Cinema 2,Vista Mall Las Piñas Cinema 3,Vista Mall Taguig Cinema 2,Vista Mall Taguig VIP Cinema 1,Waltermart Makati Cinema - 3",showing,PG,1.5 - critic's rating | read review,https://www.clickthecity.com/movies/video/3899
Ready Player One,"Action, Adventure, Sci-fi",https://cdn3.clickthecity.com/images/movies/poster/215/15172.jpg,"Set in the year 2045, humanity escapes reality to a virtual reality software called OASIS. When its creator died, he releases a video where he challenges its users to find his Easter Egg which will give the finder a fortune.","Main Cast: Tye Sheridan
Director: Steven Spielberg
Writer: Ernest Cline, Zak Penn
Released By: Warner Bros. Pictures",opened,"Alabang Town Center Cinema 3,Ali Mall Cineplex 3,Ayala Fairview Terraces Cinema 5,Ayala Malls Cloverleaf Cinema 4,Ayala Malls Feliz Cinema 1,Ayala Malls South Park Cinema 4,Ayala Malls The 30th Cinema 2,Ayala Malls The 30th Cinema 3,Ayala Malls Vertis North Cinema 3,Blue Wave Cinema 1,Bonifacio High Street Cinema 3,Bonifacio High Street Cinema 4 in 3D,Cash & Carry Cinema 2,Century City Mall Cinema 2,Commercenter Cinemas Cinema 1,Commercenter Cinemas Cinema 3,Eastwood Citywalk 2 Cinema 1,Eastwood Mall Cinema 5,Eastwood Mall Ultra Cinema 7,Evia Lifestyle Center Cinema 3,Evia Lifestyle Center MX4D Cinema 1,Festival Cinema 2,Fisher Mall Cinema 1,Fisher Mall VIP Parkway Cinema,Forum Robinsons Cinema 1,Gateway Cineplex 3,Glorietta 4 Cinema 3,Greenbelt 3 Cinema 1,Greenbelt 3 Cinema 5 in 3D,Greenbelt Cinema 2,Greenhills Dolby Atmos Cinema 7,Greenhills Promenade Cinema 3,Greenhills Promenade Cinema 4,Lucky Chinatown Cinema 3,Market Market Cinema 5,Newport Cinema 2,One Mall Sky Theater Cinema 2,Power Plant Dolby Atmos Cinema 2,Power Plant Dolby Atmos Cinema 6,Power Plant VIP Cinema 8,Robinsons Galleria Cinema 4,Robinsons Magnolia Cinema 4,Robinsons Manila Cinema 4 (Pedro Gil),Robinsons Metro East Cinema 7,Robinsons Place Las Piñas Cinema 4,S Maison Director's Club Cinema 2,SM Aura Premier Cinema 2,SM Aura Premier IMAX in 3D,SM Center Sangandaan Cinema 1,SM City BF Parañaque Director's Club 1,SM City BF Parañaque Director's Club 2,SM City Bicutan Cinema 3,SM City East Ortigas Digital Cinema 3,SM City East Ortigas Director's Club Cinema 2,SM City Fairview Cinema 5,SM City Fairview Cinema 12,SM City Manila Cinema 5,SM City Marikina Digital Theater 2 in 3D,SM City North EDSA - The Block Cinema 4,SM City North EDSA Cinema 11,SM City North EDSA IMAX in 3D,SM City Novaliches Cinema 4,SM City Sta. Mesa Cinema 3,SM City Sucat Cinema 1,SM Light Mall Cinema 2,SM Mall of Asia Cinema 1,SM Mall of Asia Cinema 5,SM Mall of Asia Director's Club,SM Mall of Asia IMAX in 3D,SM Megamall Cinema 8,SM Megamall Cinema 9,SM Megamall Digital Theater 2 in 3D,SM Megamall Director's Club,SM Megamall IMAX in 3D,SM Muntinlupa Cinema 3,SM San Lazaro Cinema 1,SM Southmall Cinema 3,SM Southmall Cinema 6,SM Valenzuela Cinema 1 in 3D,Santolan Town Plaza Power Plant Cinema 1,Shangri-la Plaza Cinema 2,Shangri-la Plaza Cinema 4,Starmall Alabang Cinema 4,Starmall EDSA-Shaw Cinema 1,U.P. Town Center Cinema 3,U.P. Town Center Cinema 4 in 3D,Uptown Mall Cinema 2,Uptown Mall Cinema 4,Venice Cineplex Cinema 2,Vista Mall Las Piñas Cinema 1,Vista Mall Taguig Cinema 2,Vista Mall Taguig VIP Cinema 1,Waltermart Makati Cinema - 2",showing,PG,4.6 - user rating | 5 reviews,https://www.clickthecity.com/movies/video/3898
Ghostland,Horror,https://cdn3.clickthecity.com/images/movies/poster/215/16505.jpg,"It follows a mother who inherits a home from her aunt. On their first night in the new home, she is confronted with intruders and fights for her daughters lives. Years later, the daughters reunite at the house and strange things begin to happen.","Main Cast: Anastasia Phillips, Crystal Reed, Mylene Farmer
Director: Pascal Laugier
Writer: Pascal Laugier
Released By: Axinite Digicinema",opened,"Ayala Fairview Terraces Cinema 1,Ayala Malls Feliz Cinema 4,Bonifacio High Street Cinema 1 (ATMOS),Eastwood Citywalk 2 Cinema 4,Festival Cinema 1,Gateway Cineplex 8,Glorietta 4 Cinema 4,Greenhills Theater Mall Cinema 2,Market Market Cinema 3,Power Plant Dolby Atmos Cinema 4,Robinsons Galleria Cinema 7,Robinsons Manila Cinema 6 (Pedro Gil),Robinsons Metro East Cinema 8,SM City Fairview Cinema 7,SM City Manila Cinema 7,SM City Sta. Mesa Cinema 1,SM Mall of Asia Cinema 7,SM Megamall Cinema 5,SM San Lazaro Cinema 3,TriNoma Cinema 3",showing,R-16,"
It follows a mother who inherits a home from her aunt. On their first night in the new home, she is confronted with intruders and fights for her daughters lives. Years later, the daughters reunite at the house and strange things begin to happen.
",https://www.clickthecity.com/movies/video/3921
Never Not Love You,"Comedy, Romance",https://cdn3.clickthecity.com/images/movies/poster/215/16470.jpg,It tells the story of young lovers who tries to build a life together until career opportunities sends them to a different country where their relationship will be tested.,"Main Cast: James Reid, Nadine Lustre
Director: Antoinette Jadaone
Writer: Antoinette Jadaone
Released By: Viva Films / Project 8 corner San Joaquin projects",opened,"Alabang Town Center Cinema 2,Ali Mall Cineplex 4,Ayala Fairview Terraces Cinema 6,Ayala Malls Cloverleaf Cinema 5,Ayala Malls Feliz Cinema 3,Ayala Malls South Park Cinema 1,Ayala Malls The 30th Cinema 4,Ayala Malls Vertis North Cinema 1,Blue Wave Cinema 2,Century City Mall Cinema 1,Commercenter Cinemas Cinema 2,Eastwood Citywalk 2 Cinema 3,Evia Lifestyle Center Cinema 4,Festival Cinema 8,Fisher Mall Cinema 3,Forum Robinsons Cinema 3,Gateway Cineplex 2,Gateway Cineplex 7,Glorietta 4 Cinema 1,Greenbelt Cinema 1,Greenhills Theater Mall Cinema 1,Lucky Chinatown Cinema 2,Market Market Cinema 1,Newport Cinema 4,One Mall Sky Theater Cinema 1,Power Plant Dolby Atmos Cinema 3,Robinsons Galleria Cinema 3,Robinsons Galleria Cinema 5,Robinsons Magnolia Cinema 3,Robinsons Manila Cinema 2 (Midtown),Robinsons Metro East Cinema 1,Robinsons Metro East Cinema 2,Robinsons Place Las Piñas Cinema 1,SM Aura Premier Cinema 1,SM Center Sangandaan Cinema 3,SM City BF Parañaque Cinema 2,SM City Bicutan Cinema 1,SM City East Ortigas Digital Cinema 1,SM City Fairview Cinema 4,SM City Fairview Cinema 10,SM City Manila Cinema 11,SM City Manila Cinema 12,SM City Marikina Cinema 4,SM City North EDSA - The Block Cinema 2,SM City North EDSA Cinema 10,SM City Novaliches Cinema 3,SM City Sta. Mesa Cinema 5,SM City Sucat Cinema 3,SM Light Mall Cinema 3,SM Mall of Asia Center Stage,SM Megamall Cinema 10,SM Megamall Digital Theater 3,SM Muntinlupa Cinema 1,SM San Lazaro Cinema 6,SM Southmall Cinema 4,SM Valenzuela Cinema 3,Santolan Town Plaza Power Plant Cinema 3,Shangri-la Plaza Premiere Theatre,Starmall Alabang Cinema 1,Starmall EDSA-Shaw Cinema 3,TriNoma Cinema 7,U.P. Town Center Cinema 1,Uptown Mall Cinema 3,Venice Cineplex Cinema 3,Vista Mall Las Piñas Cinema 4,Vista Mall Taguig Cinema 3,Waltermart Makati Cinema - 1",showing,PG,5.0 - critic's rating | read review, 
Secret Superstar,"Drama, Family, Musical",https://cdn3.clickthecity.com/images/movies/poster/215/16511.jpg,"It tells the accidental meeting of Burn who is lost in his life after a heartbreak and Abi who is the lively owner of a hostel, Happy Sunshine Camp.","Main Cast: Meher Vij, Raj Arjun, Zaira Wasim
Director: Advait Chandan
Writer: Advait Chandan
Released By: Viva International Pictures",opened,"Gateway Cineplex 4,Power Plant Dolby Atmos Cinema 4,SM Mall of Asia Cinema 7",showing,PG,, 
Life on the Line,"Action, Drama",https://cdn3.clickthecity.com/images/movies/poster/215/15952.jpg,A piece of pine-wood is carved into a puppet by a poor old toy maker. The puppet suddenly comes to life for feeling exciting adventures along with a female wood cricket.,"Main Cast: Devon Sawa, John Travolta, Kate Bosworth
Director: David Hackl
Released By: CrystalSky Multimedia",opened,"Starmall Alabang Cinema 3,Vista Mall Taguig Cinema 3",showing,PG,1.5 - critic's rating | read review,https://www.clickthecity.com/movies/video/3718
Berkshire County,"Horror, Thriller",https://cdn3.clickthecity.com/images/movies/poster/215/15597.jpg,A man must revive his long-buried past in order to keep his family from harm.,"Main Cast: Alysa King, Bart Rochon, Samora Smallwood
Director: Audrey Cummings
Writer: Chris Gamble
",opened,"Starmall Alabang Cinema 2,Starmall EDSA-Shaw Cinema 1",showing,R-16,1.5 - critic's rating | read review, 
